artigoEmPeriodico	2014		Chromatographic analysis and antioxidant capacity of Tabernaemontana catharinensis.	Natural Product Communications	BOLIGON, A. A. ; PIANA, M. ; Schwanz, T. G. ; PEREIRA, R. P. ; ROCHA, J. B. T. ; ATHAYDE, M. L. ; ATHAYDE, M. L.	B4	
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.toxlet.2004.06.002	High sucrose consumption potentiates the sub-acute cadmium effect on Na+/K+-ATPase but not on ?-aminolevulinate dehydratase in mice	Toxicology Letters, USA	FOLMER, V ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2004	http://dx.doi.org/10.1081/DCT-200039720	Methyl Phenyl Selenide Causes Heme Biosynthesis Impairment and Its Toxicity Is Not Modified by Dimethyl Sulphoxide In Vivo	Drug and Chemical Toxicology (New York, N.Y. 1978), EUA	Folmer, Vanderlei ; FARINA, Marcelo ; Maciel, Evelise N. ; NOGUEIRA, Cristina W. ; ZENI, Gilson ; Emanuelli, Tatiana ; Rocha, João B.T.	B3	Drug and Chemical Toxicology (New York, N.Y. 1978)
artigoEmPeriodico	2004	http://dx.doi.org/10.1093/toxsci/kfh201	Maternal Milk as Methylmercury Source for Suckling Mice: Neurotoxic Effects Involved with the Cerebellar Glutamatergic System	Toxicological Sciences, USA	Manfroi, C. B. ; ROCHA, J. B. T.	C	Toxicological Sciences (Print)
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/S0013-9351(03)00114-2	Protective role of aryl and alkyl diselenides on lipid peroxidation	Environmental Research (New York, N.Y. Print)	MEOTTI, F ; ROCHA, J. B. T.	C	
artigoEmPeriodico	2004	http://dx.doi.org/10.1023/B:NERE.0000042205.08917.f2	Ebselen Protects Ca Influx Blockage But Does Not Protect Glutamate Uptake Inhibition Caused By Hg	Neurochemical Research, USA	MORETTO, M. B. ; Franco, J. ; POSSER, T. ; NOGUEIRA, C. W. ; ZENI, G. ; ROCHA, J. B. T.	C	Neurochemical Research
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/S0013-9351(03)00071-9	2,3-Dimercaptopropanol, 2,3-dimercaptopropane-1-sulfonic acid, and meso-2,3-dimercaptosuccinic acid inhibit ?-aminolevulinate dehydratase from human erythrocytes in vitro	Environmental Research (New York, N.Y. Print), USA	NOGUEIRA, C ; ROCHA, J. B. T.	C	Environmental Research (New York, N.Y. Print)
artigoEmPeriodico	2004	http://dx.doi.org/10.1021/cr0406559	Organoselenium and Organotellurium Compounds: Toxicology and Pharmacology	Chemical Reviews, USA	NOGUEIRA, Cristina W. ; ZENI, Gilson ; ROCHA, J. B. T.	C	Chemical Reviews
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.fct.2003.08.002	Renal and hepatic ALA-D activity and selected oxidative stress parameters of rats exposed to inorganic mercury and organoselenium compounds	Food and Chemical Toxicology, Estados Unidos	PEROTTONI, J ; ROCHA, J. B. T.	B2	Food and Chemical Toxicology
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.envres.2003.08.007	Effects of mercury and selenite on $delta;-aminolevulinate dehydratase activity and on selected oxidative stress parameters in rats*1	Environmental Research (New York, N.Y. Print)	PEROTTONI, J ; ROCHA, J. B. T.	C	
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.brainres.2004.08.051	The effects of ebselen on [H]glutamate uptake by synaptic vesicles from rat brain	Brain Research, USA	PORCIUNCULA, L ; ROCHA, J. B. T. ; GHISLENI, G ; TAVARES, R ; SOUZA, D	C	Brain Research
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.taap.2004.04.007	Effect of Group 13 metals on porphobilinogen synthase in vitro	Toxicology and Applied Pharmacology, USA	ROCHA, J. B. T.	C	Toxicology and Applied Pharmacology
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.toxlet.2004.05.009	Cadmium induced testicular damage and its response to administration of succimer and diphenyl diselenide in mice	Toxicology Letters, USA	SANTOS, F ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2004	http://dx.doi.org/10.1016/j.neuint.2003.08.001	Guanine derivatives modulate ?-glutamate uptake into rat brain synaptic vesicles	Neurochemistry International, USA	Tasca, C ; ROCHA, J. B. T.	B2	Neurochemistry International
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0278-5846(02)00344-5	Ebselen attenuates reserpine-induced orofacial dyskinesia and oxidative stress in rat striatum	Progress in Neuro-Psychopharmacology Biological Psychiatry, ENGLAND	BURGER, M ; ROCHA, J. B. T.	C	Progress in Neuro Psychopharmacology & Biological Psychiatry
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0899-9007(02)01078-X	In vitro effects of selenite and mercuric chloride on liver thiobarbituric acid reactive substances and non-protein thiols from rats Influences of dietary cholesterol and polyunsaturated and saturated fatty acids	Nutrition	FARINA, M ; ROCHA, J. B. T.	Qualis nao identificado	Nutrition
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0378-4274(02)00454-X	Mechanisms of the inhibitory effects of selenium and mercury on the activity of ?-aminolevulinate dehydratase from mouse liver, kidney and brain	Toxicology Letters, IRELAND	FARINA, M ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0378-4274(03)00242-X	Ebselen protects against methylmercury-induced inhibition of glutamate uptake by cortical slices from adult mice	Toxicology Letters, IRELAND	FARINA, M ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0300-483X(02)00576-0	Profile of nonprotein thiols, lipid peroxidation and ?-aminolevulinate dehydratase activity in mouse kidney and liver in response to acute exposure to mercuric chloride and sodium selenite	Toxicology (Amsterdam)	FARINA, M ; ROCHA, J. B. T.	B2	
artigoEmPeriodico	2003	http://dx.doi.org/10.1093/toxsci/kfg058	Methylmercury Increases Glutamate Release from Brain Synaptosomes and Glutamate Uptake by Cortical Slices from Suckling Rat Pups: Modulatory Effect of Ebselen	Toxicological Sciences, EUA	FARINA, M. ; ROCHA, J. B. T.	C	Toxicological Sciences (Print)
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S1357-2725(02)00275-3	GM1 ganglioside attenuates convulsions and thiobarbituric acid reactive substances production induced by the intrastriatal injection of methylmalonic acid	International Journal of Biochemistry Cell Biology, Inglaterra	Fighera, M ; ROCHA, J. B. T.	A2	International Journal of Biochemistry & Cell Biology
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0006-8993(03)03193-7	Diphenyl diselenide protects rat hippocampal slices submitted to oxygen glucose deprivation and diminishes inducible nitric oxide synthase immunocontent	Brain Research, NETHERLANDS	GHISLENI, G ; ROCHA, J. B. T.	Qualis nao identificado	Brain Research, NETHERLANDS
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0377-8401(02)00328-0	Potential nutritional assessment of dwarf elephant grass (Pennisetum purpureum Schum	cv. Mott) by chemical composition, digestion and net portal flux of oxygen in cattle. Animal Feed Science and Technology (Print), Holânda	Kozloski, G ; ROCHA, J. B. T.	B3	Animal Feed Science and Technology (Print)
artigoEmPeriodico	2003	http://dx.doi.org/10.1007/s00128-003-0010-8	Comparative Deposition of Diphenyl Diselenide in Liver, Kidney, and Brain of Mice	Bulletin of Environmental Contamination and Toxicology, USA	Maciel, E. N. ; FLORES, E. M. M. ; ROCHA, J. B. T. ; FOLMER, V.	B5	Bulletin of Environmental Contamination and Toxicology
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/j.etap.2003.08.008	Thiophenes and furans derivatives: a new class of potential pharmacological agents	Environmental Toxicology and Pharmacology, Estados Unidos	MEOTTI, F ; ROCHA, J. B. T.	C	Environmental Toxicology and Pharmacology
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0378-4274(03)00090-0	Potential renal and hepatic toxicity of diphenyl diselenide, diphenyl ditelluride and Ebselen for rats and mice	Toxicology Letters, IRELAND	MEOTTI, F ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2003	http://dx.doi.org/10.1002/jbt.10073	Voltage-dependent ebselen and diorganochalcogenides inhibition of45Ca2+ influx into brain synaptosomes	Journal of Biochemical and Molecular Toxicology, USA	MORETTO, M. B. ; ROSSATO, J. I. ; NOGUEIRA, C. W. ; ZENI, G. ; ROCHA, J. B. T.	B3	Journal of Biochemical and Molecular Toxicology
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0300-483X(02)00575-9	2,3-Dimercaptopropane-1-sulfonic acid and meso-2,3-dimercaptosuccinic acid increase mercury- and cadmium-induced inhibition of ?-aminolevulinate dehydratase	Toxicology (Amsterdam), IRELAND	NOGUEIRA, C ; ROCHA, J. B. T.	B2	Toxicology (Amsterdam)
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0300-483X(02)00423-7	Investigations into the potential neurotoxicity induced by diselenides in mice and rats	Toxicology (Amsterdam), IRELAND	NOGUEIRA, C ; ROCHA, J. B. T.	B2	Toxicology (Amsterdam)
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0300-483X(03)00250-6	Organochalcogens effects on ?-aminolevulinate dehydratase activity from human erythrocytic cells in vitro	Toxicology (Amsterdam), IRELAND	NOGUEIRA, C ; ROCHA, J. B. T.	B2	Toxicology (Amsterdam)
artigoEmPeriodico	2003	http://dx.doi.org/10.1007/s000110300001	Anti-inflammatory and antinociceptive activity of diphenyl diselenide	Inflammation Research (Printed ed.), SWITZERLAND	NOGUEIRA, C. W. ; QUINHONES, E. B. ; JUNG, E. A. C. ; ZENI, G. ; ROCHA, J. B. T.	C	Inflammation Research (Printed ed.)
artigoEmPeriodico	2003	http://dx.doi.org/10.1097/00001756-200303240-00010	Methylmercury inhibits glutamate uptake by synaptic vesicles from rat brain	NeuroReport (Oxford), Inglaterra	Porci??ncula, Lisiane O. ; ROCHA, J. B. T. ; Tavares, Rejane G. ; Ghisleni, Gabriele ; Reis, Marcelo ; Souza, Diogo O.	B2	NeuroReport (Oxford)
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0304-3940(03)00580-9	Neuroprotective effect of ebselen on rat hippocampal slices submitted to oxygen glucose deprivation: correlation with immunocontent of inducible nitric oxide synthase	Neuroscience Letters (Print), IRELAND	Porciúncula, L ; ROCHA, J. B. T.	C	Neuroscience Letters (Print)
artigoEmPeriodico	2003		A HIGH-FAT DIET INHIBITS Ô-AMINOLEVULINATE DEHYDRATASE AND INCREASES LIPID PEROXIDATION IN MICE (Mus musculus)	The Journal of Nutrition (Print), USA	ROCHA, J. B. T.	C	The Journal of Nutrition (Print)
artigoEmPeriodico	2003	http://dx.doi.org/10.1023/A:1026175825871	Interaction Between Metals and Chelating Agents Affects Glutamate Binding on Brain Synaptic Membranes	Neurochemical Research, USA	Soares, Félix Antunes ; FARINA, Marcelo ; Santos, Francielli Weber ; Souza, Diogo ; ROCHA, J. B. T. ; Nogueira, Cristina Wayne	C	Neurochemical Research
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0899-9007(03)00065-0	Influence of dietary selenium supplementation and exercise on thiol-containing enzymes in mice	Nutrition, USA	SOARES, J ; ROCHA, J. B. T.	Qualis nao identificado	Nutrition, USA
artigoEmPeriodico	2003	http://dx.doi.org/10.1016/S0040-4039(02)02659-X	2,5-Bis-(butyltelluro) thiophene as a convenient precursor for the synthesis of 2,5-bis-(acetylenic) thiophenes	Tetrahedron Letters, ENGLAND	ZENI, G ; NOGUEIRA, C ; SILVA, D ; MENEZES, P ; BRAGA, A ; STEFANI, H ; ROCHA, J. B. T.	B2	Tetrahedron Letters
artigoEmPeriodico	2003		Palladium(II) chloride catalyzes the cross-coupling reation of 2,5-bis-(butyltelluro)-furan and 1-alknes	Tetrahedron Letters	ZENI, G ; NOGUEIRA, C. W. ; SILVA, D O ; MENEZES, P H ; BRAGA, A L ; STEFANI, H A ; ROCHA, J B T	B2	
artigoEmPeriodico	2003	http://dx.doi.org/10.1055/s-2003-37519	Stereospecific Synthesis of Chalcogenoenynes by Palladium-Catalyzed Cross-Coupling Reaction	Synlett (Stuttgart), New York,	ZENI, Gilson ; NOGUEIRA, Cristina W. ; Pena, Jesus M. ; Pilissão, Cristiane ; Menezes, Paulo H. ; BRAGA, ANTONIO L. ; ROCHA, J. B. T.	Qualis nao identificado	Synlett (Stuttgart), New York,
artigoEmPeriodico	2002	http://dx.doi.org/10.1080/1028415021000033776	Nutrition and Brain Function: A Multidisciplinary Virtual Symposium	Nutritional Neuroscience	Almeida, S.S. ; Duntas, L.H. ; Dye, L. ; Nunes, M.L. ; Prasad, C. ; Rocha, J.B.T. ; Wainwright, P. ; Zaia, C.T.B.V. ; Guedes, R.C.A.	B2	
artigoEmPeriodico	2002	http://dx.doi.org/10.1034/j.1600-0773.2002.900408.x	delta-Aminolevulinate Dehydratase Inhibition by Phenyl Selenoacetylene: Effect of Reaction with Hydrogen Peroxide	Pharmacology Toxicology, DENMARK	Bolzan, Rodrigo Cordeiro ; Folmer, Vanderlei ; FARINA, Marcelo ; ZENI, Gilson ; Nogueira, Cristina Wayne ; Rocha, Joao Batista Teixeira ; Emanuelli, Tatiana	C	Pharmacology & Toxicology
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S0040-4039(02)01713-6	Chiral diselenide ligands for the asymmetric copper-catalyzed conjugate addition of Grignard reagents to enones	Tetrahedron Letters, ENGLAND	BRAGA, A ; SILVA, S ; LUDTKE, D ; DREKENER, R ; SILVEIRA, C ; ROCHA, J. B. T. ; WESSJOHANN, L	B2	Tetrahedron Letters
artigoEmPeriodico	2002	http://dx.doi.org/10.1590/S0100-879X2002000600001	![CDATA[BReaction of diphenyl diselenide with hydrogen peroxide and inhibition of delta-aminolevulinate dehydratase from rat liver and cucumber leaves/B]]	Brazilian Journal of Medical and Biological Research (Impresso)	FARINA, M ; Barbosa, NBV ; NOGUEIRA, C ; FOLMER, V ; ZENI, G ; Andrade, L ; Braga, A L. ; ROCHA, J. B. T.	C	
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S0378-4274(02)00077-2	Effects of aluminum sulfate on erythropoiesis in rats	Toxicology Letters	FARINA, M ; ROCHA, J. B. T.	C	
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S1357-2725(02)00065-1	Oxidative stress in mice is dependent on the free glucose content of the diet	International Journal of Biochemistry Cell Biology, London	FOLMER, V ; ROCHA, J. B. T.	A2	International Journal of Biochemistry & Cell Biology
artigoEmPeriodico	2002	http://dx.doi.org/10.1023/A:1015196423320	Effects of Cadmium, Lead, Mercury and Zinc on -Aminolevulinic Acid Dehydratase Activity from Radish Leaves	Biologia Plantarum (Praha), NETHERLANDS	Morsch, V.M. ; SCHETINGER, M.R.C. ; Martins, A.F. ; Rocha, J.B.T.	B2	Biologia Plantarum (Praha)
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S0925-4439(02)00071-6	Antidepressants inhibit human acetylcholinesterase and butyrylcholinesterase activity	Biochimica et Biophysica Acta. Molecular Basis of Disease, NETHERLANDS	Müller, T ; ROCHA, J. B. T.	B2	Biochimica et Biophysica Acta. Molecular Basis of Disease
artigoEmPeriodico	2002	http://dx.doi.org/10.1023/A:1014903127672	Exposure to Ebselen Changes Glutamate Uptake and Release by Rat Brain Synaptosomes	Neurochemical Research, USA	NOGUEIRA, Cristina W. ; Rotta, Liane N. ; ZENI, Gilson ; Souza, Diogo O. ; ROCHA, J. B. T.	C	Neurochemical Research
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S0014-2999(02)02221-5	Intrahippocampal infusion of ebselen impairs retention of an inhibitory avoidance task in rats	European Journal of Pharmacology, NETHERLANDS	Porciúncula, L ; ROCHA, J. B. T.	B2	European Journal of Pharmacology
artigoEmPeriodico	2002	http://dx.doi.org/10.1590/S0100-879X2002000100013	Influence of the test situation on pup retrieval behavior of normal and undernourished lactating rats	Brazilian Journal of Medical and Biological Research (Impresso), BRASIL	Rocha, J.B.T. ; Soares, F.A.A. ; de Mello, C.F.	C	Brazilian Journal of Medical and Biological Research
artigoEmPeriodico	2002	http://dx.doi.org/10.1016/S0304-3940(01)02504-6	Ebselen blocks the quinolinic acid-induced production of thiobarbituric acid reactive species but does not prevent the behavioral alterations produced by intra-striatal quinolinic acid administration in the rat	Neuroscience Letters (Print), IRLANDA	Rossato, J ; ROCHA, J. B. T.	C	Neuroscience Letters (Print)
artigoEmPeriodico	2002	http://dx.doi.org/10.1023/A:1014907228580	Antioxidant Properties of New Chalcogenides Against Lipid Peroxidation in Rat Brain	Neurochemical Research, EUA	ROSSATO, J. I. ; KETZER, L. A. ; CENTURIÃO, F. B. ; SILVA, S. J. N. ; Lüdtke, D. S. ; ZENI, G. ; BRAGA, A. L. ; RUBIN, M. A. ; ROCHA, J. B. T.	C	Neurochemical Research
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0378-4274(00)00296-4	Selenoxides inhibit ?-aminolevulinic acid dehydratase	Toxicology Letters	FARINA, M ; ROCHA, J. B. T.	C	
artigoEmPeriodico	2001	http://dx.doi.org/10.1034/j.1600-0773.2001.d01-92.x	Diphenyl Diselenide and Ascorbic Acid Changes Deposition of Selenium and Ascorbic Acid in Liver and Brain of Mice	Pharmacology Toxicology, DENMARK	Jacques-Silva, Maria Caroline ; NOGUEIRA, Cristina W. ; Broch, Luis Carlos ; Flores, Erico M. M. ; ROCHA, J. B. T.	C	Pharmacology & Toxicology
artigoEmPeriodico	2001	http://dx.doi.org/10.1590/S0103-84782001000500030	Visceral metabolism and efficiency of energy use by ruminants	Ciência Rural (UFSM. Impresso)	Kozloski, Gilberto Vilmar ; ROCHA, J. B. T. ; Ciocca, Maria de Lourdes Santorio	C	
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0006-8993(01)02165-5	Diphenyl diselenide and diphenyl ditelluride affect the rat glutamatergic system in vitro and in vivo	Brain Research, EUA	NOGUEIRA, C ; ROCHA, J. B. T.	C	Brain Research
artigoEmPeriodico	2001	http://dx.doi.org/10.1023/A:1014297401088	Effect of Dithiol Chelating Agents on [3H]MK-801 and [3H]Glutamate Binding to Synaptic Plasma Membranes	Neurochemical Research, Estados Unidos	NOGUEIRA, C. W. ; ROCHA, J. B. T. ; SOUZA, D. O.	C	Neurochemical Research
artigoEmPeriodico	2001		BAL modulates glutamate transport in synaptosomes and synaptic vesicle from rat brain	NeuroReport (Oxford), Inglaterra	NOGUEIRA, C. W. ; ROTTA, L. ; TAVARES, R. G. ; SOUZA, D. O. ; ROCHA, J. B. T.	B2	NeuroReport (Oxford)
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0304-3940(01)01519-1	Ebselen prevents excitotoxicity provoked by glutamate in rat cerebellar granule neurons	Neuroscience Letters (Print), IRELAND	Porciúncula, L ; ROCHA, J. B. T.	C	Neuroscience Letters (Print)
artigoEmPeriodico	2001	http://dx.doi.org/10.1023/A:1010920718117	2,3-Dimercaptopropanol Inhibits Ca2+ Transport in Microsomes from Brain But Not from Fast-Skeletal Muscle	Neurochemical Research, USA	QUINHONES, E. B. ; SOUZA, D. O. ; ROCHA, J. B. T.	C	Neurochemical Research
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0378-4274(01)00435-0	Effect of mercuric chloride and lead acetate treatment during the second stage of rapid post-natal brain growth on the behavioral response to chlorpromazine and on ?-ALA-D activity in weaning rats	Toxicology Letters, Irlanda	ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S1357-2725(01)00083-8	Heparin and chondroitin sulfate inhibit adenine nucleotide hydrolysis in liver and kidney membrane enriched fractions	International Journal of Biochemistry Cell Biology, ENGLAND	Vieira, V ; ROCHA, J. B. T.	A2	International Journal of Biochemistry & Cell Biology
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0040-4039(01)01984-0	New acetylenic furan derivatives: synthesis and anti-inflammatory activity	Tetrahedron Letters	ZENI, G ; LUDTKE, D ; NOGUEIRA, C ; PANATIERI, R ; BRAGA, A ; SILVEIRA, C ; STEFANI, H ; ROCHA, J. B. T.	B2	
artigoEmPeriodico	2001	http://dx.doi.org/10.1016/S0040-4039(01)01703-8	Synthesis and anti-inflammatory activity of acetylenic thiophenes	Tetrahedron Letters, ENGLAND	ZENI, G ; NOGUEIRA, C ; PANATIERI, R ; SILVA, D ; MENEZES, P ; BRAGA, A ; SILVEIRA, C ; STEFANI, H ; ROCHA, J. B. T.	B2	Tetrahedron Letters
artigoEmPeriodico	2000	http://dx.doi.org/10.1016/S1470-8175(00)00054-0	Protein measurement at practical classes for students of pharmacy: a student-centered approach	Biochemistry and Molecular Biology Education, ENGLAND	Jacques-Silva, M ; ROCHA, J. B. T.	B4	Biochemistry and Molecular Biology Education
artigoEmPeriodico	2000		Effect of substitution of urea for soybean meal on digestion in steers	Canadian Journal of Animal Science, CANADA	KOZLOSKI, G V ; RIBEIRO, H M N ; ROCHA, J B T	B3	Canadian Journal of Animal Science
artigoEmPeriodico	2000	http://dx.doi.org/10.1023/A:1026658217907	Investigations into the Mechanism of 2,3-Dimercaptopropanol Neurotoxicity	Neurochemical Research, EUA	NOGUEIRA, C. W. ; ROCHA, J. B. T.	C	Neurochemical Research
artigoEmPeriodico	2000	http://dx.doi.org/10.1016/S0378-4274(00)00233-2	Effect of aluminum on ?-aminolevulinic acid dehydratase from mouse blood	Toxicology Letters, IRELAND	Pimentel Vieira, V ; ROCHA, J. B. T.	C	Toxicology Letters
artigoEmPeriodico	2000		Concepção sobre a natureza do conhecimento científico de estudantes e professores do ensino médio da região de Santa Maria: Influência de um curso baseado na resolução de problemas	Ciencia Natura	ROCHA, J. B. T. ; BARBOSA, N.B.V. ; SCHETINGER, M.R.C. ; PEREIRA, M.E.	C	Ciência e Natura
artigoEmPeriodico	2000	http://dx.doi.org/10.1023/A:1007500424392	New Benzodiazepines Alter Acetylcholinesterase and ATPDase Activities	Neurochemical Research	Schetinger, Maria R. C. ; Porto, Neuza M. ; Moretto, Maria B. ; Morsch, Vera M. ; ROCHA, J. B. T. ; Vieira, Vânia ; Moro, Franciele ; Neis, Roseli Tatto ; Bittencourt, Sandra ; Bonacorso, Hélio G. ; Zanatta, Nilo	C	
artigoEmPeriodico	1999		An Introductory Class To Teach Photometry Concepts In A Biochemistry Practical Laboratory Course	Biochemical Education (Cessou em 2000. Cont. ISSN 1470-8175 Biochemistry and Molecular Biology Education)	FIALHO, D. ; ROCHA, J. B. T. ; MELLO, C.F.	B4	Biochemistry and Molecular Biology Education
artigoEmPeriodico	1999	http://dx.doi.org/10.1002/(SICI)1097-0010(199906)79:8%3C1112::AID-JSFA318%3E3.0.CO;2-D	Comparison of acid and amyloglucosidase hydrolysis for estimation of non-structural polysaccharides in feed samples	Journal of the Science of Food and Agriculture, ENGLAND	Kozloski, Gilberto V ; ROCHA, J. B. T. ; Ribeiro Filho, Henrique M?N ; Perottoni, Juliano	B3	Journal of the Science of Food and Agriculture
artigoEmPeriodico	1999	http://dx.doi.org/10.1007/s001289900974	Methyl Mercury Exposure During Post-Natal Brain Growth Alters Behavioral Response to SCH 23390 in Young Rats	Bulletin of Environmental Contamination and Toxicology, ESTADOS UNIDOS	PEREIRA, M. E. ; MORSCH, V. M. ; CHRISTOFARI, R. S. ; ROCHA, J. B. T.	B5	Bulletin of Environmental Contamination and Toxicology
resumoExpandidoEmCongresso	2009	Para que serve o Benedict?	29º Encontro de Debates sobre o Ensino de Química: Ressignificando a Química rumo à sustentabilidade, 2009, Santa Maria. Anais 29º EDEQ. Santa Maria	FIGUEIRA, A.C.M. ; , Rocha JBT ; Azzolin, K.A.S	Qualis nao identificado	29º Encontro de Debates sobre o Ensino de Química: Ressignificando a Química rumo à sustentabilidade, 2009, Santa Maria. Anais 29º EDEQ. Santa Maria
resumoExpandidoEmCongresso	2009	CONCEPÇÕES ALTERNATIVAS DE ESTUDANTES DO ENSINO MÉDIO: ÁCIDOS E BASES	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC	FIGUEIRA, A.C.M. ; SALLA ; SALLA, R.F. ; , Rocha JBT	Qualis nao identificado	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC
resumoExpandidoEmCongresso	2009	O TABAGISMO, A POLUIÇÃO POR TABACO AMBIENTAL (PTA) E SUA ABORDAGEM NOS LIVROS DIDÁTICOS DE CIÊNCIAS: UMA ANÁLISE QUALITATIVA SOB A PERSPECTIVA DO ENSINO PARA A SAÚDE	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC	FIGUEIRA, A.C.M. ; SALLA ; SALLA, R.F. ; , Rocha JBT	Qualis nao identificado	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC
resumoExpandidoEmCongresso	2009	PERCEPÇÕES ACERCA DO FUMO PASSIVO: UM OLHAR SOBRE O ENSINO DE CIÊNCIAS E SEU COMPROMETIMENTO NA CONSTRUÇÃO DA CIDADANIA PARA A SAÚDE E QUALIDADE E VIDA	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC	SALLA ; SALLA, R.F. ; FIGUEIRA, A.C.M. ; , Rocha JBT	Qualis nao identificado	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, Florianópolis. ANAIS VII ENPEC
resumoExpandidoEmCongresso	2009	"PULMÃO E SUA TURMA": OS EFEITOS DA POLUIÇÃO TABÁGICA AMBIENTAL SOBRE O EPITÉLIO RESPIRATÓRIO UMA EXPERIÊNCIA SOB A PERSPECTIVA DO EMPOWERMENT EDUCATION NAPROMOÇÃO DA SAÚDE NA ESCOLA	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, FLORIANÓPOLIS. ANAIS VII ENPEC	SALLA ; SALLA, R.F. ; FIGUEIRA, A.C.M. ; , Rocha JBT	Qualis nao identificado	VII ENPEC ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS, 2009, FLORIANÓPOLIS. ANAIS VII ENPEC
